Viewed	Search type	Result type
(27699, 12)	None	None	None
(41216, 13)	None	None	None
(35574, 21)	None	None	None
(45462, 21)	None	None	None
(26906, 16)	None	None	None
(2960, 4)	None	None	None
(22390, 10)	None	None	None
(24393, 11)	None	None	None
(23810, 27)	None	None	None
(13036, 40)	None	None	None
(48071, 5)	None	None	None
(32756, 61)	None	None	None
(40306, 24)	None	None	None
(23750, 58)	None	None	None
(41924, 7)	None	None	None
(23019, 9)	None	None	None
(15180, 120)	None	None	None
(34798, 35)	None	None	None
(36610, 11)	None	None	None
(32933, 10)	None	None	None
(43743, 16)	None	None	None
(41013, 18)	None	None	None
(45985, 20)	None	None	None
(45996, 18)	None	None	None
(46857, 19)	None	None	None
(32591, 29)	None	None	None
(28186, 18)	None	None	None
(26638, 9)	None	None	None
(5111, 2)	None	None	None
(28831, 10)	None	None	None
(11624, 51)	None	None	None
(37922, 26)	None	None	None
(10767, 45)	None	None	None
(36616, 11)	None	None	None
(18836, 14)	None	None	None
(21844, 14)	None	None	None
(44073, 6)	None	None	None
(45861, 14)	None	None	None
(25003, 50)	None	None	None
(37390, 13)	None	None	None
(41889, 6)	None	None	None
(31747, 25)	None	None	None
(18259, 16)	None	None	None
(34051, 17)	None	None	None
(3593, 2)	None	None	None
(36398, 7)	None	None	None
(19209, 3)	None	None	None
(46088, 20)	None	None	None
(13023, 8)	None	None	None
(30564, 16)	None	None	None
(12402, 34)	None	None	None
(3607, 2)	None	None	None
(26007, 9)	None	None	None
(27098, 5)	None	None	None
(40236, 27)	None	None	None
(45788, 10)	None	None	None
(36868, 6)	None	None	None
(31247, 26)	None	None	None
(30940, 9)	None	None	None
(45378, 13)	None	None	None
(40034, 8)	None	None	None
(41725, 4)	None	None	None
(277, 34)	None	None	None
(46134, 12)	None	None	None
(37220, 15)	None	None	None
(36086, 10)	None	None	None
(38580, 6)	None	None	None
(21106, 30)	None	None	None
(29203, 19)	None	None	None
(38358, 20)	None	None	None
(1509, 13)	None	None	None
(20929, 17)	None	None	None
(39694, 5)	None	None	None
(11547, 5)	None	None	None
(41089, 23)	Viewed	Part	Results
(36273, 21)	None	None	None
(38994, 7)	None	None	None
(20813, 11)	None	None	None
(36440, 2)	None	None	None
(17257, 6)	None	None	None
(26859, 13)	None	None	None
(16188, 13)	None	None	None
(26428, 3)	None	None	None
(15268, 6)	None	None	None
(42368, 15)	None	None	None
(37710, 4)	None	None	None
(36971, 16)	None	None	None
(46219, 8)	None	None	None
(40714, 4)	None	None	None
(16086, 10)	Viewed	Workspace	Results
(47188, 40)	None	None	None
(16477, 10)	None	None	None
(40468, 10)	None	None	None
(21646, 15)	None	None	None
(21177, 12)	None	None	None
(37663, 9)	None	None	None
(25081, 8)	None	None	None
(28101, 9)	None	None	None
(42054, 7)	None	None	None
(42843, 20)	None	None	None
(27974, 8)	None	None	None
(45188, 12)	None	None	None
(26363, 4)	None	None	None
(31864, 13)	None	None	None
(40448, 15)	None	None	None
(23750, 55)	None	None	None
(15891, 4)	None	None	None
(12125, 2)	None	None	None
(11326, 29)	None	None	None
(20813, 9)	None	None	None
(35436, 15)	None	None	None
(21231, 10)	None	None	None
(28316, 10)	None	None	None
(9036, 6)	None	None	None
(42123, 41)	None	None	None
(27380, 9)	None	None	None
(41230, 21)	None	None	None
(935, 6)	None	None	None
(45919, 18)	None	None	None
(32756, 39)	None	None	None
(39554, 14)	None	None	None
(14839, 11)	None	None	None
(39039, 2)	None	None	None
(46480, 19)	None	None	None
(21904, 6)	None	None	None
(8913, 2)	None	None	None
(7743, 23)	None	None	None
(40724, 14)	None	None	None
(12721, 60)	None	None	None
(15418, 6)	None	None	None
(35539, 11)	None	None	None
(11603, 39)	None	None	None
(7760, 63)	None	None	None
(13136, 70)	None	None	None
(13036, 28)	None	None	None
(40248, 11)	None	None	None
(20048, 7)	None	None	None
(43587, 5)	None	None	None
(44455, 3)	None	None	None
(37011, 11)	None	None	None
(18708, 12)	None	None	None
(46522, 15)	None	None	None
(3171, 30)	None	None	None
(25295, 13)	None	None	None
(12425, 5)	None	None	None
(27189, 20)	None	None	None
(46961, 16)	None	None	None
(42371, 19)	None	None	None
(44275, 11)	None	None	None
(48541, 13)	None	None	None
(13875, 8)	None	None	None
(27169, 4)	None	None	None
(23249, 10)	None	None	None
(19971, 4)	None	None	None
(21179, 14)	None	None	None
(45081, 3)	None	None	None
(26608, 59)	None	None	None
(39966, 11)	None	None	None
(22021, 10)	None	None	None
(46439, 12)	None	None	None
(13136, 82)	None	None	None
(1418, 5)	None	None	None
(40677, 9)	None	None	None
(47562, 16)	None	None	None
(25601, 9)	None	None	None
(2931, 18)	None	None	None
(18257, 7)	None	None	None
(12305, 74)	None	None	None
(12159, 10)	None	None	None
(197, 11)	None	None	None
(15534, 7)	None	None	None
(31680, 15)	None	None	None
(23560, 12)	None	None	None
(27005, 7)	None	None	None
(36698, 28)	None	None	None
(9992, 7)	None	None	None
(29088, 8)	None	None	None
(43142, 28)	None	None	None
(32711, 27)	None	None	None
(32482, 37)	None	None	None
(37324, 11)	None	None	None
(48256, 16)	None	None	None
(38311, 33)	None	None	None
(16215, 61)	None	None	None
(45766, 19)	None	None	None
(17065, 11)	None	None	None
(47728, 7)	None	None	None
(39480, 6)	None	None	None
(18311, 6)	None	None	None
(13136, 9)	None	None	None
(44347, 20)	None	None	None
(48171, 20)	None	None	None
(7741, 11)	None	None	None
(13914, 4)	None	None	None
(45187, 14)	None	None	None
(13009, 50)	None	None	None
(17444, 18)	None	None	None
(42248, 8)	None	None	None
(1713, 17)	None	None	None
(48177, 8)	None	None	None
(34859, 9)	None	None	None
(37113, 15)	None	None	None
(13849, 8)	None	None	None
(42010, 17)	None	None	None
(36698, 59)	None	None	None
(11355, 9)	None	None	None
(7712, 21)	None	None	None
(12817, 25)	None	None	None
(28260, 14)	None	None	None
(22208, 3)	None	None	None
(2055, 7)	None	None	None
(16215, 48)	None	None	None
(25492, 14)	None	None	None
(46088, 21)	None	None	None
(43394, 8)	None	None	None
(49008, 52)	None	None	None
(25325, 9)	None	None	None
(15162, 64)	None	None	None
(45601, 29)	None	None	None
(13036, 35)	None	None	None
(26509, 13)	None	None	None
(46765, 11)	None	None	None
(41689, 5)	None	None	None
(23249, 12)	None	None	None
(48135, 25)	None	None	None
(37619, 2)	None	None	None
(26322, 4)	None	None	None
(46850, 3)	None	None	None
(37548, 12)	None	None	None
(36613, 3)	None	None	None
(48041, 26)	None	None	None
(38278, 9)	None	None	None
(48288, 34)	None	None	None
(27351, 8)	None	None	None
(39436, 18)	None	None	None
(17829, 114)	None	None	None
(30564, 47)	None	None	None
(41089, 13)	None	None	None
(28830, 6)	None	None	None
(21673, 6)	None	None	None
(6097, 109)	None	None	None
(25399, 9)	None	None	None
(7768, 71)	None	None	None
(35356, 7)	None	None	None
(27278, 15)	None	None	None
(39401, 10)	None	None	None
(38462, 17)	None	None	None
(26567, 23)	None	None	None
(20339, 5)	None	None	None
(28316, 30)	None	None	None
(28378, 21)	None	None	None
(24976, 3)	None	None	None
(33716, 9)	None	None	None
(6097, 41)	None	None	None
(811, 5)	None	None	None
(2685, 12)	None	None	None
(13036, 8)	None	None	None
(5234, 1)	Viewed	Keyword	Results
(16410, 10)	None	None	None
(20307, 14)	None	None	None
(11109, 50)	None	None	None
(13413, 20)	None	None	None
(42524, 5)	None	None	None
(44851, 11)	None	None	None
(41293, 11)	None	None	None
(40088, 8)	None	None	None
(18766, 8)	None	None	None
(314, 6)	None	None	None
(3309, 18)	None	None	None
(17544, 60)	None	None	None
(35518, 12)	None	None	None
(2249, 12)	None	None	None
(47656, 16)	None	None	None
(27802, 12)	None	None	None
(33949, 10)	None	None	None
(42902, 19)	None	None	None
(18259, 21)	None	None	None
(26007, 10)	None	None	None
(1918, 2)	None	None	None
(1187, 6)	None	None	None
(16215, 13)	None	None	None
(935, 9)	None	None	None
(43327, 2)	None	None	None
(31164, 8)	None	None	None
(19693, 7)	None	None	None
(12402, 21)	None	None	None
(40086, 22)	None	None	None
(46140, 40)	None	None	None
(32325, 9)	None	None	None
(35866, 18)	None	None	None
(26984, 21)	None	None	None
(26645, 16)	None	None	None
(41963, 7)	None	None	None
(26161, 4)	None	None	None
(23730, 17)	None	None	None
(46996, 25)	None	None	None
(11326, 32)	None	None	None
(28305, 12)	None	None	None
(35471, 8)	None	None	None
(11355, 36)	None	None	None
(30801, 17)	None	None	None
(2558, 20)	None	None	None
(40276, 3)	None	None	None
(45680, 3)	None	None	None
(45828, 8)	None	None	None
(33875, 13)	None	None	None
(10960, 3)	None	None	None
(33372, 15)	None	None	None
(39240, 21)	None	None	None
(19003, 3)	None	None	None
(20929, 12)	None	None	None
(37515, 2)	None	None	None
(40546, 28)	None	None	None
(41238, 9)	None	None	None
(12506, 37)	None	None	None
(21095, 10)	None	None	None
(13914, 8)	None	None	None
(1718, 17)	None	None	None
(25583, 15)	None	None	None
(16939, 17)	None	None	None
(2415, 4)	None	None	None
(44770, 22)	Viewed	Workspace	Saved
(45691, 10)	None	None	None
(23236, 8)	None	None	None
(18862, 8)	None	None	None
(11603, 50)	None	None	None
(42294, 16)	None	None	None
(2699, 18)	None	None	None
(38242, 18)	None	None	None
(16711, 4)	None	None	None
(46211, 20)	None	None	None
(27331, 11)	None	None	None
(35323, 4)	None	None	None
(16027, 10)	Viewed	Part	Results
(22562, 11)	None	None	None
(42291, 7)	None	None	None
(12222, 23)	None	None	None
(47177, 16)	None	None	None
(35574, 14)	None	None	None
(28196, 6)	None	None	None
(15871, 7)	None	None	None
(22434, 4)	None	None	None
(10697, 5)	Viewed	Workspace	Results
(25452, 12)	None	None	None
(12216, 26)	None	None	None
(44871, 44)	None	None	None
(26011, 6)	None	None	None
(44778, 4)	None	None	None
(36586, 6)	None	None	None
(986, 7)	None	None	None
(21986, 15)	None	None	None
(46140, 28)	None	None	None
(2364, 35)	None	None	None
(25570, 39)	None	None	None
(26367, 11)	None	None	None
(4693, 5)	None	None	None
(22021, 13)	None	None	None
(45787, 7)	None	None	None
(35144, 11)	None	None	None
(10960, 6)	None	None	None
(47449, 3)	None	None	None
(46120, 19)	None	None	None
(47569, 13)	None	None	None
(20475, 22)	None	None	None
(41743, 15)	None	None	None
(28718, 9)	None	None	None
(43746, 4)	None	None	None
(41496, 29)	None	None	None
(19663, 18)	None	None	None
(39229, 8)	None	None	None
(5582, 6)	None	None	None
(20325, 9)	None	None	None
(20307, 15)	None	None	None
(35546, 5)	None	None	None
(6868, 3)	None	None	None
(35607, 25)	None	None	None
(48337, 23)	None	None	None
(5095, 3)	None	None	None
(21679, 6)	None	None	None
(33603, 11)	None	None	None
(16909, 6)	None	None	None
(26848, 20)	None	None	None
(43105, 10)	None	None	None
(15173, 9)	None	None	None
(48142, 97)	None	None	None
(26161, 14)	None	None	None
(28683, 13)	None	None	None
(47110, 8)	None	None	None
(43038, 7)	None	None	None
(48648, 28)	None	None	None
(13107, 12)	Viewed	Keyword	Results
(47119, 27)	None	None	None
(41197, 26)	None	None	None
(10706, 9)	None	None	None
(36129, 19)	None	None	None
(9021, 1)	None	None	None
(20193, 9)	None	None	None
(38803, 28)	None	None	None
(7799, 17)	None	None	None
(24436, 23)	None	None	None
(22367, 95)	None	None	None
(49162, 11)	None	None	None
(2662, 23)	None	None	None
(14293, 22)	None	None	None
(21950, 3)	None	None	None
(23266, 4)	None	None	None
(35492, 2)	None	None	None
(10527, 11)	None	None	None
(35074, 2)	None	None	None
(42910, 12)	None	None	None
(20676, 22)	None	None	None
(29246, 9)	None	None	None
(1393, 9)	None	None	None
(10769, 3)	None	None	None
(39328, 19)	None	None	None
(42424, 9)	None	None	None
(12222, 11)	None	None	None
(42054, 17)	None	None	None
(31498, 4)	None	None	None
(40601, 13)	None	None	None
(46323, 15)	None	None	None
(31136, 13)	None	None	None
(2354, 10)	None	None	None
(39589, 14)	None	None	None
(43295, 16)	None	None	None
(41725, 16)	None	None	None
(44311, 9)	None	None	None
(36610, 3)	None	None	None
(16128, 11)	None	None	None
(41907, 21)	None	None	None
(1409, 6)	None	None	None
(11317, 37)	None	None	None
(22367, 25)	None	None	None
(36809, 8)	None	None	None
(30480, 4)	None	None	None
(31161, 11)	None	None	None
(1393, 22)	None	None	None
(41161, 15)	None	None	None
(39629, 31)	None	None	None
(42442, 13)	None	None	None
(31593, 10)	None	None	None
(19372, 13)	None	None	None
(7743, 40)	None	None	None
(11740, 11)	None	None	None
(37082, 13)	None	None	None
(35961, 26)	None	None	None
(7768, 50)	None	None	None
(42823, 12)	None	None	None
(18711, 4)	None	None	None
(26285, 7)	None	None	None
(38457, 6)	None	None	None
(38717, 2)	None	None	None
(3152, 2)	None	None	None
(46085, 8)	None	None	None
(2699, 24)	None	None	None
(3321, 3)	None	None	None
(26638, 17)	None	None	None
(40374, 10)	None	None	None
(41689, 6)	None	None	None
(38696, 46)	None	None	None
(47930, 24)	None	None	None
(28680, 7)	None	None	None
(32711, 28)	None	None	None
(47484, 47)	None	None	None
(35570, 25)	None	None	None
(46120, 29)	None	None	None
(47959, 11)	None	None	None
(43373, 16)	None	None	None
(27435, 12)	None	None	None
(3109, 9)	None	None	None
(8819, 2)	None	None	None
(12216, 10)	None	None	None
(48438, 15)	None	None	None
(416, 5)	None	None	None
(7743, 71)	None	None	None
(26660, 4)	None	None	None
(25325, 10)	None	None	None
(27699, 9)	None	None	None
(28247, 19)	None	None	None
(14495, 8)	None	None	None
(2699, 7)	None	None	None
(47119, 40)	None	None	None
(46436, 22)	None	None	None
(25501, 7)	None	None	None
(36724, 36)	None	None	None
(24976, 13)	None	None	None
(47738, 7)	None	None	None
(21243, 3)	None	None	None
(3190, 16)	None	None	None
(12125, 29)	None	None	None
(179, 45)	None	None	None
(34186, 13)	None	None	None
(24990, 11)	None	None	None
(29133, 24)	None	None	None
(20057, 5)	None	None	None
(2640, 7)	None	None	None
(38792, 3)	None	None	None
(41549, 4)	None	None	None
(17544, 84)	None	None	None
(17052, 31)	None	None	None
(30797, 13)	None	None	None
(34348, 15)	None	None	None
(39813, 11)	None	None	None
(43373, 15)	None	None	None
(29857, 24)	None	None	None
(32194, 3)	None	None	None
(19384, 3)	None	None	None
(691, 16)	None	None	None
(46894, 6)	None	None	None
(30421, 4)	None	None	None
(35722, 10)	None	None	None
(13023, 27)	None	None	None
(7712, 51)	None	None	None
(35181, 15)	None	None	None
(18429, 17)	None	None	None
(20439, 27)	None	None	None
(21634, 26)	None	None	None
(43587, 20)	None	None	None
(26852, 19)	None	None	None
(30048, 7)	None	None	None
(35725, 6)	None	None	None
(44502, 36)	None	None	None
(510, 6)	None	None	None
(2379, 12)	None	None	None
(32869, 10)	None	None	None
(43912, 10)	None	None	None
(27427, 5)	None	None	None
(4389, 4)	None	None	None
(10781, 53)	None	None	None
(37922, 3)	None	None	None
(27014, 13)	None	None	None
(41269, 13)	None	None	None
(10769, 79)	None	None	None
(42750, 15)	None	None	None
(47470, 7)	None	None	None
(13009, 99)	None	None	None
(31846, 9)	None	None	None
(18558, 9)	None	None	None
(18605, 7)	None	None	None
(35965, 4)	None	None	None
(45691, 8)	None	None	None
(33958, 11)	None	None	None
(35127, 29)	None	None	None
(20439, 23)	None	None	None
(18849, 9)	None	None	None
(7743, 24)	None	None	None
(6196, 4)	None	None	None
(36507, 10)	None	None	None
(28366, 10)	None	None	None
(11023, 9)	None	None	None
(2748, 7)	None	None	None
(43587, 11)	None	None	None
(44822, 13)	None	None	None
(35449, 17)	None	None	None
(11055, 7)	None	None	None
(7712, 4)	None	None	None
(19744, 7)	None	None	None
(42338, 6)	None	None	None
(22583, 6)	None	None	None
(13136, 14)	None	None	None
(40686, 19)	None	None	None
(22986, 7)	None	None	None
(39163, 12)	None	None	None
(26002, 3)	None	None	None
(48210, 45)	None	None	None
(44778, 32)	None	None	None
(30672, 18)	None	None	None
(45264, 6)	None	None	None
(38081, 25)	None	None	None
(27168, 9)	None	None	None
(39810, 3)	None	None	None
(12817, 88)	None	None	None
(36148, 13)	None	None	None
(27320, 9)	None	None	None
(40498, 14)	None	None	None
(23319, 7)	None	None	None
(22415, 11)	None	None	None
(20154, 4)	None	None	None
(41743, 22)	None	None	None
(13009, 2)	None	None	None
(35142, 16)	None	None	None
(12721, 67)	None	None	None
(39436, 6)	None	None	None
(7712, 53)	None	None	None
(27043, 19)	None	None	None
(39436, 56)	None	None	None
(21766, 15)	None	None	None
(26806, 5)	None	None	None
(27360, 9)	None	None	None
(45378, 24)	None	None	None
(27170, 7)	None	None	None
(1245, 5)	None	None	None
(20439, 24)	None	None	None
(39446, 3)	None	None	None
(31846, 4)	None	None	None
(3382, 3)	None	None	None
(36092, 2)	None	None	None
(42969, 9)	Viewed	Workspace	Results
(10834, 6)	None	None	None
(47930, 86)	None	None	None
(2662, 11)	None	None	None
(22730, 10)	None	None	None
(40718, 4)	None	None	None
(23096, 8)	None	None	None
(41355, 12)	None	None	None
(26848, 4)	None	None	None
(7305, 2)	None	None	None
(43212, 18)	None	None	None
(17005, 14)	None	None	None
(23810, 10)	None	None	None
(30078, 6)	None	None	None
(48041, 43)	None	None	None
(40202, 16)	None	None	None
(13749, 6)	None	None	None
(35989, 3)	None	None	None
(1192, 3)	None	None	None
(28198, 34)	None	None	None
(42859, 8)	None	None	None
(36997, 2)	None	None	None
(23810, 20)	None	None	None
(39372, 30)	None	None	None
(277, 49)	None	None	None
(2969, 9)	None	None	None
(24580, 14)	None	None	None
(46211, 13)	None	None	None
(29349, 12)	None	None	None
(48784, 26)	None	None	None
(35734, 8)	None	None	None
(2491, 11)	None	None	None
(40116, 16)	None	None	None
(25095, 8)	None	None	None
(24803, 36)	Viewed	Keyword	Results
(12142, 24)	None	None	None
(26660, 16)	None	None	None
(45919, 4)	None	None	None
(42692, 10)	None	None	None
(1529, 4)	None	None	None
(30399, 8)	None	None	None
(6040, 3)	Viewed	Keyword	Saved
(18340, 17)	None	None	None
(24248, 4)	None	None	None
(38733, 4)	None	None	None
(45275, 4)	None	None	None
(3109, 11)	None	None	None
(49220, 4)	None	None	None
(37893, 20)	None	None	None
(2541, 14)	None	None	None
(38419, 16)	None	None	None
(40686, 9)	None	None	None
(43310, 16)	None	None	None
(42074, 10)	None	None	None
(24475, 4)	None	None	None
(44943, 8)	None	None	None
(16838, 6)	None	None	None
(18382, 18)	None	None	None
(1308, 5)	None	None	None
(30341, 23)	None	None	None
(16410, 33)	None	None	None
(28067, 4)	None	None	None
(7799, 30)	None	None	None
(16092, 4)	None	None	None
(12506, 20)	None	None	None
(2767, 28)	None	None	None
(40013, 4)	None	None	None
(29038, 25)	None	None	None
(36621, 9)	None	None	None
(41073, 8)	None	None	None
(40297, 7)	None	None	None
(44651, 10)	None	None	None
(27043, 13)	None	None	None
(32325, 14)	None	None	None
(48854, 6)	None	None	None
(40202, 15)	None	None	None
(31234, 7)	None	None	None
(15610, 9)	None	None	None
(36092, 10)	None	None	None
(22367, 40)	None	None	None
(37792, 13)	None	None	None
(20937, 17)	None	None	None
(32851, 6)	None	None	None
(20937, 13)	None	None	None
(312, 13)	None	None	None
(11623, 3)	None	None	None
(18429, 15)	None	None	None
(39085, 6)	None	None	None
(11055, 6)	None	None	None
(36109, 9)	None	None	None
(30720, 4)	None	None	None
(42196, 29)	None	None	None
(33980, 9)	None	None	None
(7228, 4)	None	None	None
(14021, 12)	None	None	None
(45984, 26)	None	None	None
(32184, 61)	None	None	None
(48022, 40)	None	None	None
(40861, 38)	None	None	None
(38158, 12)	None	None	None
(31160, 16)	None	None	None
(47484, 33)	None	None	None
(45187, 9)	None	None	None
(32610, 9)	None	None	None
